"Master"	"Accession"	"Description"	"Exp..q.value..Combined"	"Contaminant"	"Sum.PEP.Score"	"Coverage...."	"X..Peptides"	"X..PSMs"	"X..Unique.Peptides"	"X..AAs"	"MW..kDa."	"calc..pI"	"Score.Sequest.HT..Sequest.HT"	"X..Peptides..by.Search.Engine...Sequest.HT"	"X..Razor.Peptides"	"Abundances..Normalized...F1..Sample"	"Abundances..Normalized...F2..Sample"	"Abundances..Normalized...F3..Sample"	"Abundances..Normalized...F4..Sample"	"Abundances..Normalized...F5..Sample"	"Abundances..Normalized...F6..Sample"	"Abundances..Normalized...F7..Sample"	"Abundances..Normalized...F8..Sample"	"Abundances..Normalized...F9..Sample"	"Abundances..Normalized...F10..Sample"	"Abundances..Normalized...F11..Sample"	"Abundances..Normalized...F12..Sample"
"IsMasterProtein"	"P22670"	"MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2"	0	"FALSE"	10.269	4	3	20	2	979	104.7	6.29	29.11	3	1	1470227.375	1592561.5	1863539.125	1559114.375	385031.65625	1028058.125	406642.9375	1157501	1395583.125	1120662.25	1655612.625	1198731.125
"IsMasterProtein"	"Q96D46"	"60S ribosomal export protein NMD3 OS=Homo sapiens OX=9606 GN=NMD3 PE=1 SV=1"	0	"FALSE"	13.479	7	3	31	3	503	57.6	7.14	57.35	3	0	4934884	4748903.5	5672281.5	3584165	3299705.5	4149766.5	3000071	2635485	2700756.25	3158498	3063180	3255174
"IsMasterProtein"	"Q12955"	"Ankyrin-3 OS=Homo sapiens OX=9606 GN=ANK3 PE=1 SV=3"	0	"FALSE"	14.408	1	3	22	3	4377	480.1	6.49	26.28	3	0	466326.65625	533725.625	560813.875	144033.53125	129994.6875	189575.015625	144683.375	141125.9375	98443.6015625	328635.9375	391037.15625	376217.15625
"IsMasterProtein"	"Q9UBQ7"	"Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1"	0	"FALSE"	12.401	13	3	32	3	328	35.6	7.39	44.72	3	0	3029868.75	2922278.5	2733757.25	2516417	2360425.25	2560138.5	2511541.75	2037377.5	2589968.75	1895283.25	1910876.25	2489043.75
"IsMasterProtein"	"P36543"	"V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1"	0	"FALSE"	9.522	15	3	20	3	226	26.1	8	39.81	3	0	1880285.75	1189485	1264399.875	2087336.125	2188915.5	1428220.375	1137651.625	1134663.625	1229315.5	1028970.125	1587232.125	1930723.125
"IsMasterProtein"	"Q96KQ7"	"Histone-lysine N-methyltransferase EHMT2 OS=Homo sapiens OX=9606 GN=EHMT2 PE=1 SV=3"	0	"FALSE"	17.272	4	3	24	3	1210	132.3	5.45	57.16	3	0	3439771.25	3696743.25	3351710.25	4221855	4473042	4970721	1409185.875	1175020	NA	1263632.125	2640520	2175412
"IsMasterProtein"	"Q8N3E9"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 OS=Homo sapiens OX=9606 GN=PLCD3 PE=1 SV=3"	0	"FALSE"	9.905	4	3	28	3	789	89.2	6.98	42.03	3	0	569901.875	1434264	611553.375	295431.59375	703232.5	233920.203125	427283.375	908937.6875	956919.875	209691.296875	921601	289500.9375
"IsMasterProtein"	"P02750"	"Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2"	0	"FALSE"	11.895	9	3	15	3	347	38.2	6.95	17.78	3	0	255499.203125	126777.578125	125329.2734375	2556039.5	2600316.75	1594841.375	215831.71875	348704.6875	456514.46875	100512.90625	89363.859375	673829.75
"IsMasterProtein"	"O15484"	"Calpain-5 OS=Homo sapiens OX=9606 GN=CAPN5 PE=1 SV=2"	0	"FALSE"	13.786	6	3	49	3	640	73.1	7.64	41.86	3	0	1802262.5	2467249	1828321.875	365686.59375	1731508.375	972041.5625	2492229.5	2882410	3134980.5	2072749	2054615.25	1625394
"IsMasterProtein"	"P15104"	"Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4"	0	"FALSE"	15.012	10	3	36	3	373	42	6.89	123.56	3	0	6798322.5	6638774	6884125	4641057.5	6971554	4086626.5	3915340.5	2751061.25	3659934.75	3864568	4885668	4107737
"IsMasterProtein"	"Q9P270"	"SLAIN motif-containing protein 2 OS=Homo sapiens OX=9606 GN=SLAIN2 PE=1 SV=2"	0	"FALSE"	17.333	9	3	9	3	581	62.5	9.45	15.7	3	0	494168.625	1275385.625	426847.40625	1100228.625	298032	1461948.5	NA	NA	NA	NA	232282.328125	NA
"IsMasterProtein"	"Q8WTV0"	"Scavenger receptor class B member 1 OS=Homo sapiens OX=9606 GN=SCARB1 PE=1 SV=1"	0	"FALSE"	10.901	6	3	20	3	552	60.8	8.24	17.5	3	0	1410315.125	1561115.875	1635151.625	1287877.75	2072657.625	1531866.5	2189089.5	1909642.75	1833911.625	1573758.5	1757140.875	1710415.25
"IsMasterProtein"	"P02452"	"Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5"	0	"FALSE"	18.417	3	3	24	3	1464	138.9	5.8	38.68	3	0	4632122	6008998.5	5804186	2691234.75	2401370.25	2557630.25	748965.9375	1577873.25	489840.125	2831599.25	3847063.5	4769289
"IsMasterProtein"	"P68402"	"Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Homo sapiens OX=9606 GN=PAFAH1B2 PE=1 SV=1"	0	"FALSE"	22.657	22	3	71	3	229	25.6	5.92	162.25	3	0	2193828	2460953.75	2386274	1817330.75	1764293.5	1790403.25	1294040.625	1132104.25	1599492.75	1377129.75	1269132.875	1696478.25
"IsMasterProtein"	"Q9Y6W5"	"Wiskott-Aldrich syndrome protein family member 2 OS=Homo sapiens OX=9606 GN=WASF2 PE=1 SV=3"	0	"FALSE"	14.571	8	3	17	3	498	54.3	5.53	13.16	3	0	1622853.125	2489266.5	1843143	1922400.625	2534936.25	1671632.25	955899.25	178053.046875	1380126.5	432453.09375	1406140.75	1754073.25
"IsMasterProtein"	"Q9Y450"	"HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L PE=1 SV=1"	0	"FALSE"	17.199	8	3	10	3	684	75.4	6.61	21.37	3	0	361451.25	286685	292532.21875	NA	5558.97900390625	7830.263671875	12771.408203125	16908.275390625	169240.8125	76510.4765625	90286.265625	102914.4609375
"IsMasterProtein"	"Q9UBS9"	"SUN domain-containing ossification factor OS=Homo sapiens OX=9606 GN=SUCO PE=1 SV=1"	0	"FALSE"	13.449	3	3	27	3	1254	139.3	5.01	41.01	3	0	365889.125	295651.4375	297006.0625	3172706.25	2344099.5	2979036.5	279155.8125	560493.9375	646014.375	1738411.75	1757161.5	1424130.5
"IsMasterProtein"	"Q9Y639"	"Neuroplastin OS=Homo sapiens OX=9606 GN=NPTN PE=1 SV=2"	0	"FALSE"	16.549	9	3	64	3	398	44.4	7.99	130.74	3	0	4330214	5236107.5	3744946.5	2965828.25	2791074.75	3082653.5	2935083.25	2667306.5	2686293.75	3322086.25	4695914	3664476
"IsMasterProtein"	"Q9UJA9"	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Homo sapiens OX=9606 GN=ENPP5 PE=1 SV=1"	0	"FALSE"	13.848	7	3	55	3	477	54.6	6.43	75.2	3	0	4094265.5	3319401	3119795.5	2703266.25	2343111.25	2477740.75	1018306.625	1146036.25	1188857.75	2860994.25	2580645.5	2937812.25
"IsMasterProtein"	"O43237"	"Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1"	0	"FALSE"	16.944	8	3	48	3	492	54.1	6.38	56.59	3	0	2911230.25	4343147	3631272.25	3254448.75	2974730	3073547.5	2119754.25	2490108.25	2411290	2039820.625	1941197	1819399.5
"IsMasterProtein"	"Q6UWB1"	"Interleukin-27 receptor subunit alpha OS=Homo sapiens OX=9606 GN=IL27RA PE=1 SV=2"	0	"FALSE"	13.836	7	3	19	3	636	69.4	5.71	42.46	3	0	993881.75	699948.5	473877.1875	935951.4375	827125.0625	840751.1875	1459304.875	1301717.5	1330072.125	1353248.75	1054435	946341.875
"IsMasterProtein"	"P19256"	"Lymphocyte function-associated antigen 3 OS=Homo sapiens OX=9606 GN=CD58 PE=1 SV=1"	0	"FALSE"	15.541	8	3	44	3	250	28.1	6.76	89.1	3	0	16080919	15025459	9745232	14986559	14104046	9665736	16287405	13940557	15805057	14328112	10470310	12255426
"IsMasterProtein"	"Q92729"	"Receptor-type tyrosine-protein phosphatase U OS=Homo sapiens OX=9606 GN=PTPRU PE=1 SV=2"	0	"FALSE"	11.37	3	3	31	3	1446	162.3	6.92	38.73	3	0	1234475.375	1139617.875	933584	666224.25	879631.0625	678338.75	570395.625	509959.96875	565756.375	747412.8125	326990.28125	738033.5625
"IsMasterProtein"	"Q9HCE1"	"Helicase MOV-10 OS=Homo sapiens OX=9606 GN=MOV10 PE=1 SV=2"	0	"FALSE"	7.507	2	3	18	3	1003	113.6	8.82	10.18	3	0	978527.875	1163011.375	898896.25	585417.125	558968.4375	316319.0625	276627.9375	225220.984375	565815.25	111658.3671875	NA	417834.125
"IsMasterProtein"	"O60306"	"RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4"	0	"FALSE"	9.764	3	3	9	3	1485	171.2	6.37	2.37	3	0	165682.796875	701976.375	725501.9375	355387.03125	124110.1953125	90016.09375	266002.46875	152374.140625	205069.15625	201940.8125	208688.03125	201958.859375
"IsMasterProtein"	"Q9P2K5"	"Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3"	0	"FALSE"	14.077	8	3	13	3	600	64.1	8.75	10.35	3	0	578262.0625	900963.5	499291	149955.890625	710975.4375	449824.125	149459.734375	103383.5234375	223406.375	176356.421875	180248.875	188748.078125
"IsMasterProtein"	"O14579"	"Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3"	0	"FALSE"	20.673	18	3	54	3	308	34.5	5.12	151.34	3	0	1790652.5	1800503.5	1679881.25	4697328	6339831.5	4584601.5	2390464	1032651.75	1242880.25	1128259.5	1529353.5	2627764.75
"IsMasterProtein"	"P54709"	"Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1"	0	"FALSE"	14.947	12	3	56	3	279	31.5	8.35	128.08	3	0	4072606	72494568	79704472	33567704	5235982.5	5645595.5	77922968	69886184	2884879.25	2976187.25	3393593	2628327.75
"IsMasterProtein"	"Q9P206"	"Uncharacterized protein KIAA1522 OS=Homo sapiens OX=9606 GN=KIAA1522 PE=1 SV=2"	0	"FALSE"	10.677	5	3	6	3	1035	107	9.73	3.51	3	0	4840771.5	4986754	4440858	3616208	4054371.25	3971262.5	2049082.5	2784106.5	4158857.5	3439309.75	3586068	3547101.75
"IsMasterProtein"	"Q9NPF2"	"Carbohydrate sulfotransferase 11 OS=Homo sapiens OX=9606 GN=CHST11 PE=1 SV=1"	0	"FALSE"	11.374	8	3	26	3	352	41.5	8.85	28.14	3	0	156085.109375	1144445.875	1524661.875	2028942.25	1748925.5	1339566.125	3755402.5	3318782	3505472.25	1170682.375	1735837	2170076.25
"IsMasterProtein"	"Q9UKS6"	"Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens OX=9606 GN=PACSIN3 PE=1 SV=2"	0	"FALSE"	12.413	9	3	6	3	424	48.5	6.18	15.14	3	0	1547223.75	2479334.25	2175476.5	1981302	2547192	1456384	1441008.75	1498447.5	1249612	695580.1875	901646.8125	616752.75
"IsMasterProtein"	"Q9Y295"	"Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1"	0	"FALSE"	10.164	10	3	17	3	367	40.5	8.9	19.11	3	0	1418451.5	1943384.375	1698037.375	1170771.125	1184902.75	906371.1875	320228.65625	752308.8125	538875.8125	485280.59375	532523	732787.9375
"IsMasterProtein"	"O75752"	"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=B3GALNT1 PE=1 SV=1"	0	"FALSE"	18.999	14	3	81	3	331	39.5	7.8	58.29	3	0	1420804.75	2204537.5	1871113	1221364.25	1064556.75	1660278	1142185.125	1366389.5	1548371.375	1293463	761846.125	1166581.125
"IsMasterProtein"	"P23921"	"Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1"	0	"FALSE"	10.316	4	3	8	3	792	90	7.15	1.97	3	0	2134907	2495432.5	2512048.5	1426318.5	1326528.375	1194158.25	172423.234375	763628.25	311302.84375	842422.875	441639.3125	1613284.75
"IsMasterProtein"	"Q9UBX5"	"Fibulin-5 OS=Homo sapiens OX=9606 GN=FBLN5 PE=1 SV=1"	0	"FALSE"	12.15	6	3	37	3	448	50.1	4.73	39.57	3	0	4812914	5829635.5	4801536.5	2427148.75	2934226.75	2354579.25	768408.125	485297.46875	942547.75	1121993.5	1519838.625	1378048
"IsMasterProtein"	"Q8N556"	"Actin filament-associated protein 1 OS=Homo sapiens OX=9606 GN=AFAP1 PE=1 SV=2"	0	"FALSE"	11.053	4	3	17	3	730	80.7	8.68	19.22	3	0	1809082.375	2086443.625	2550077.5	177561.828125	174325.640625	779149.25	122675.84375	109660.8359375	144171.96875	135399.96875	402307.9375	181401.65625
"IsMasterProtein"	"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS=Homo sapiens OX=9606 GN=MAP2K1 PE=1 SV=2"	0	"FALSE"	11.644	9	3	25	3	393	43.4	6.62	12.46	3	0	20298604	19532252	44066212	30487876	27139584	22271084	21261800	43707564	13457936	61002800	78376448	80012080
"IsMasterProtein"	"Q4G0J3"	"La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1"	0	"FALSE"	18.591	6	3	33	3	582	66.9	9.55	35.68	3	0	2819432.5	3164978.5	3696388.25	851817.625	976934.5625	1647707	753652.3125	539309	758303.8125	522055	1179385	814526.0625
"IsMasterProtein"	"Q6ZS30"	"Neurobeachin-like protein 1 OS=Homo sapiens OX=9606 GN=NBEAL1 PE=2 SV=3"	0	"FALSE"	14.644	2	3	18	3	2694	307	6.44	9.14	3	0	389566.78125	517588.5625	467597.8125	56920.66796875	105834.875	118418.5234375	157877.578125	209483.546875	193627.6875	205888.96875	345553.03125	209465.09375
"IsMasterProtein"	"Q9Y5I4"	"Protocadherin alpha-C2 OS=Homo sapiens OX=9606 GN=PCDHAC2 PE=2 SV=1"	0	"FALSE"	12.011	4	3	19	2	1007	109.4	5.41	5.27	3	0	446352.125	325241.71875	64093.421875	NA	NA	5114.38671875	831988.125	615901.9375	610620.1875	473003.125	549040.4375	440224.96875
"IsMasterProtein"	"P13489"	"Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2"	0	"FALSE"	9.198	6	3	15	3	461	49.9	4.82	22.85	3	0	855596.6875	2115565.75	2901284.75	1780232.25	2456839.5	1990858.75	1124770.125	912661.5	1041678.75	1044523.6875	601183.8125	1801309.25
"IsMasterProtein"	"Q13123"	"Protein Red OS=Homo sapiens OX=9606 GN=IK PE=1 SV=3"	0	"FALSE"	8.073	4	3	34	2	557	65.6	6.64	37.7	3	0	1672778.5	2079572.5	1791256.25	1085800.25	616314.0625	1024451.3125	536764.375	483115.21875	253595.546875	1359264	1221145	528206.3125
"IsMasterProtein"	"Q9Y570"	"Protein phosphatase methylesterase 1 OS=Homo sapiens OX=9606 GN=PPME1 PE=1 SV=3"	0	"FALSE"	14.685	13	3	41	3	386	42.3	5.97	56.05	3	0	2460897	2238543.75	2366670.25	1319748.625	1555508.5	1225558.875	1657181.125	2104311	986201.4375	1465584.5	980403.1875	1047204.25
"IsMasterProtein"	"Q13530"	"Serine incorporator 3 OS=Homo sapiens OX=9606 GN=SERINC3 PE=1 SV=2"	0	"FALSE"	11.347	5	3	20	3	473	52.5	7.46	24.66	3	0	578803.9375	591395.3125	791264	106839.8125	513768.53125	105024.0234375	328854.0625	366962.28125	351646.71875	1222304.75	998085.625	1233672.25
"IsMasterProtein"	"Q9H977"	"WD repeat-containing protein 54 OS=Homo sapiens OX=9606 GN=WDR54 PE=1 SV=1"	0	"FALSE"	14.341	14	3	26	3	334	35.9	6.2	43.65	3	0	2242002.25	2543898.75	2813716	706902.4375	845806.6875	1092559.375	1503026	2374048	2431894.25	1301155.75	1244690.75	1253283.75
"IsMasterProtein"	"Q9HD67"	"Unconventional myosin-X OS=Homo sapiens OX=9606 GN=MYO10 PE=1 SV=3"	0	"FALSE"	7.62	2	3	8	3	2058	237.2	6.21	0	3	0	187510.796875	272486	181791.671875	105358.28125	295958.875	246873.703125	203586.53125	213861.1875	264001.15625	193714.96875	407292.03125	178387.75
"IsMasterProtein"	"Q5QJE6"	"Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2"	0	"FALSE"	15.943	8	3	9	3	756	84.4	6.16	19.35	3	0	760802.9375	1038609.75	672834.6875	112722.5078125	190062.46875	345558.78125	NA	NA	NA	188602.390625	171209.5	229611.828125
"IsMasterProtein"	"P00568"	"Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3"	0	"FALSE"	13.858	23	3	20	3	194	21.6	8.63	15.21	3	0	2547477.25	2340478.5	2399882	1459512.75	1527746.25	1299833	1198495.125	1928701.125	2092508.875	1788519.75	1383832.125	1344593.125
"IsMasterProtein"	"Q8N2Q7"	"Neuroligin-1 OS=Homo sapiens OX=9606 GN=NLGN1 PE=1 SV=3"	0	"FALSE"	9.152	4	3	19	3	863	96.3	6.39	3.85	3	0	1163462.125	920003.9375	785109.625	875519.1875	1167374.625	962557.125	248789.203125	274091.90625	271257.53125	727233.9375	930099.875	795512.6875
"IsMasterProtein"	"P35240"	"Merlin OS=Homo sapiens OX=9606 GN=NF2 PE=1 SV=1"	0	"FALSE"	13.758	8	3	13	3	595	69.6	6.47	14.22	3	0	650205.8125	777618.6875	931707.25	389754.5625	582273.0625	466761.78125	331908.875	348806.71875	376956.625	492844.46875	495092.96875	476532.1875
"IsMasterProtein"	"Q5ZPR3"	"CD276 antigen OS=Homo sapiens OX=9606 GN=CD276 PE=1 SV=1"	0	"FALSE"	17.722	10	3	17	3	534	57.2	4.91	20.75	3	0	3610003.25	5882286	1312391.5	77402.4921875	105368.0703125	84182.1796875	810473.375	1154885	3067060.75	2761410.25	3314067.75	2613969.75
"IsMasterProtein"	"P61224"	"Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1"	0	"FALSE"	13.658	20	3	39	1	184	20.8	5.78	88.8	3	2	4647953	6827888	5693716	3536184	5555469.5	3725343.25	4014732.5	5495899.5	3939976.25	4977298.5	6610682	4971809.5
"IsMasterProtein"	"Q14011"	"Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1"	0	"FALSE"	14.655	25	3	50	3	172	18.6	9.51	94.76	3	0	9792984	12445544	12375906	5841310.5	2302343	6333732.5	2965124	2228837.25	2875008.5	2004935.125	2619035.75	1612433.5
"IsMasterProtein"	"Q66PJ3"	"ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Homo sapiens OX=9606 GN=ARL6IP4 PE=1 SV=2"	0	"FALSE"	18.695	10	3	59	3	421	44.9	10.93	168.52	3	0	9386418	10828874	12592717	10749252	11030375	13094867	6275943.5	4794269	7019765.5	5850413	7324478	5345233
"IsMasterProtein"	"P62280"	"40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3"	0	"FALSE"	12.242	18	3	45	3	158	18.4	10.3	62.1	3	0	17188162	16290210	13939500	9642439	7637761.5	5615709.5	6110905.5	5902912	7026182	5453895	6083997.5	6225677.5
"IsMasterProtein"	"Q15303"	"Receptor tyrosine-protein kinase erbB-4 OS=Homo sapiens OX=9606 GN=ERBB4 PE=1 SV=1"	0	"FALSE"	9.009	3	3	10	3	1308	146.7	6.39	3.98	3	0	NA	NA	285896.78125	2283301.75	2127020.75	2009945.125	NA	NA	NA	257589.921875	229450.140625	301923.78125
"IsMasterProtein"	"O60292"	"Signal-induced proliferation-associated 1-like protein 3 OS=Homo sapiens OX=9606 GN=SIPA1L3 PE=1 SV=3"	0	"FALSE"	15.833	3	3	15	3	1781	194.5	8.32	16.7	3	0	638132.25	631538.375	561802.4375	209036.078125	208732.09375	129303.9921875	273841.625	392857.5625	263673.1875	238193.65625	288642.65625	402154.46875
"IsMasterProtein"	"P40121"	"Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2"	0	"FALSE"	20.473	9	3	43	3	348	38.5	6.19	97.36	3	0	2326541	2812982	1827947.625	2350364	1657415.375	2146494.5	2588517.5	2637114	3164999	3125769.5	2605285.5	2506707.25
"IsMasterProtein"	"A8MVW0"	"Protein FAM171A2 OS=Homo sapiens OX=9606 GN=FAM171A2 PE=1 SV=1"	0	"FALSE"	12.75	7	3	27	3	826	87.4	8.05	41.12	3	0	1602928.875	1944278.5	1687495.125	4519807	4208039	2872558.75	6332164	4084945.75	4937234.5	3037521	2799264.25	2699364.25
"IsMasterProtein"	"Q3B726"	"DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens OX=9606 GN=POLR1F PE=1 SV=1"	0	"FALSE"	9.272	14	3	9	3	338	37.4	6.98	8.6	3	0	1002626.1875	1202381.375	1083500.625	1115188.125	1059583.25	1005929.625	642137.4375	675731.75	749016.8125	692592.125	717903.25	595600
"IsMasterProtein"	"A3KN83"	"Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1"	0	"FALSE"	14.302	2	3	28	3	1393	154.2	7.88	25.04	3	0	1481876.75	1637936.5	1028206	692508	883971.1875	1401239.5	171980.96875	175747.8125	169597.25	799904.75	748050.5625	569286.0625
"IsMasterProtein"	"Q99426"	"Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=2"	0	"FALSE"	8.784	10	3	36	3	244	27.3	5.15	57.87	3	0	3296335.25	3111305	3539369	3238164.5	1632327.75	1582396.625	1046924.625	1815411.125	2415401	2009791.375	2017644.5	1695753.375
"IsMasterProtein"	"Q14232"	"Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1"	0	"FALSE"	11.912	13	3	45	3	305	33.7	7.33	67.6	3	0	3939474.5	2634199.25	3492995.75	2645111.5	2810173.25	2274831.75	2264488.25	1835348.5	2310832.75	3439568	3255807.5	3340786.75
"IsMasterProtein"	"Q96CG8"	"Collagen triple helix repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=CTHRC1 PE=1 SV=1"	0	"FALSE"	12.027	12	3	78	3	243	26.2	7.99	130.75	3	0	76460360	73054456	72393624	15177241	12784486	13464362	26482380	28097966	25284990	9428045	9862458	9192941
"IsMasterProtein"	"Q9UBW8"	"COP9 signalosome complex subunit 7a OS=Homo sapiens OX=9606 GN=COPS7A PE=1 SV=1"	0	"FALSE"	11.092	10	3	25	3	275	30.3	8.22	24.45	3	0	2237023.75	2696799.5	2887076.25	4287927	4437876	4095117.5	10621736	10451948	11662424	5206818.5	4197707.5	4151219.75
"IsMasterProtein"	"P21926"	"CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4"	0	"FALSE"	18.461	9	3	197	3	228	25.4	7.15	306.31	3	0	79211664	76760880	71847648	74553656	75182784	68719208	123438392	110220392	90833296	90184928	79193240	98230896
"IsMasterProtein"	"Q9HCL0"	"Protocadherin-18 OS=Homo sapiens OX=9606 GN=PCDH18 PE=1 SV=3"	0	"FALSE"	8.8	3	3	26	3	1135	126.1	5.15	22.96	3	0	515270.9375	512581.75	567011.25	693153.9375	606725.5625	532533.125	93275.359375	105551.6640625	NA	257278.53125	198078.421875	258283.625
"IsMasterProtein"	"Q96AQ6"	"Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens OX=9606 GN=PBXIP1 PE=1 SV=1"	0	"FALSE"	8.925	4	3	12	3	731	80.6	5.33	16.24	3	0	1008522.5	2928383.75	1007774.5	299483.5	338234.6875	297207.15625	150312.203125	34371.7734375	42781.66796875	348144.84375	760984.9375	559696.4375
"IsMasterProtein"	"Q9UHR4"	"Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2"	0	"FALSE"	8.494	9	3	5	3	511	56.8	8.68	5.06	3	0	1494716	1277367.375	1252719.625	859561.6875	1014975	659587.625	579555.25	644514.3125	792120.8125	240523.59375	616543.0625	1390184.625
"IsMasterProtein"	"Q9Y5P4"	"Ceramide transfer protein OS=Homo sapiens OX=9606 GN=CERT1 PE=1 SV=1"	0	"FALSE"	12.209	4	3	7	3	624	70.8	5.48	15.41	3	0	1907175.25	2676214.5	2587788.5	1577183.625	2924204.5	2498541.75	1035539.375	241221.421875	312283.875	1634886.875	1946068.5	1812927.875
"IsMasterProtein"	"Q9UP95"	"Solute carrier family 12 member 4 OS=Homo sapiens OX=9606 GN=SLC12A4 PE=1 SV=2"	0	"FALSE"	6.545	2	3	14	3	1085	120.6	6.44	9.77	3	0	1825567.25	1568153.375	1104616.75	187326.515625	338934.125	410343.875	1056063.25	544115.5625	1075303	456684.21875	603017.5	474667
"IsMasterProtein"	"P05114"	"Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3"	0	"FALSE"	20.373	34	3	37	3	100	10.7	9.6	117.88	3	0	28518800	46774628	57890864	55390120	36011616	37862548	73419136	73509656	81340808	51971540	53480180	48466356
"IsMasterProtein"	"Q12756"	"Kinesin-like protein KIF1A OS=Homo sapiens OX=9606 GN=KIF1A PE=1 SV=2"	0	"FALSE"	8.967	2	3	7	2	1690	190.9	6.21	9.73	3	0	265799.4375	367762.84375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"Q9NYL9"	"Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1"	0	"FALSE"	14.572	12	3	21	3	352	39.6	5.19	17.45	3	0	2032455.75	1610886.75	1026095.75	2377382	2327063.25	1753922.125	678314.5	698253.8125	486896.65625	1087230.125	837861.375	945460
"IsMasterProtein"	"P48634"	"Protein PRRC2A OS=Homo sapiens OX=9606 GN=PRRC2A PE=1 SV=3"	0	"FALSE"	15.988	3	3	9	3	2157	228.7	9.45	24.59	3	0	2476334.5	2217478.75	2020378.75	2500990	2225651	2364980.75	1735222.75	2297079.25	1894781.625	2453715.75	1679301.625	2944771
"IsMasterProtein"	"O75970"	"Multiple PDZ domain protein OS=Homo sapiens OX=9606 GN=MPDZ PE=1 SV=2"	0	"FALSE"	11.533	2	3	15	3	2070	221.5	5.06	8.35	3	0	359675.84375	394622.5625	465307.125	267950.375	296483.96875	335586.1875	139902.984375	46666.75	144652.640625	178408.765625	243306.0625	143146.671875
"IsMasterProtein"	"P13807"	"Glycogen [starch] synthase, muscle OS=Homo sapiens OX=9606 GN=GYS1 PE=1 SV=2"	0	"FALSE"	19.488	7	3	28	3	737	83.7	6.18	88.61	3	0	1695829.875	2931127	1655498	926386.375	1042241.875	1224595.625	719151.125	694512.5625	834087.4375	542459.3125	588484.875	404249.78125
